,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
27795,2008,Beijing,Baseball,Baseball,"CEPEDA, Frederich",CUB,Men,Baseball,Silver,Summer
27796,2008,Beijing,Baseball,Baseball,"DESPAIGNE, Alfredo",CUB,Men,Baseball,Silver,Summer
27797,2008,Beijing,Baseball,Baseball,"DUVERGEL, Giorbis",CUB,Men,Baseball,Silver,Summer
27798,2008,Beijing,Baseball,Baseball,"ENRIQUEZ, Michel",CUB,Men,Baseball,Silver,Summer
27799,2008,Beijing,Baseball,Baseball,"GONZALEZ, Norberto",CUB,Men,Baseball,Silver,Summer
27800,2008,Beijing,Baseball,Baseball,"GOURRIEL, Yuliesky",CUB,Men,Baseball,Silver,Summer
27801,2008,Beijing,Baseball,Baseball,"LA HERA, Miguel",CUB,Men,Baseball,Silver,Summer
27802,2008,Beijing,Baseball,Baseball,"LAZO, Pedro Luis",CUB,Men,Baseball,Silver,Summer
27803,2008,Beijing,Baseball,Baseball,"MARTINEZ, Jonder",CUB,Men,Baseball,Silver,Summer
27804,2008,Beijing,Baseball,Baseball,"MAYETA, Alexander",CUB,Men,Baseball,Silver,Summer
27805,2008,Beijing,Baseball,Baseball,"MERINO, Rolando",CUB,Men,Baseball,Silver,Summer
27806,2008,Beijing,Baseball,Baseball,"NAVAS, Luis",CUB,Men,Baseball,Silver,Summer
27807,2008,Beijing,Baseball,Baseball,"ODELIN SANAME, Vicyohandri",CUB,Men,Baseball,Silver,Summer
27808,2008,Beijing,Baseball,Baseball,"OLIVERA, Hector",CUB,Men,Baseball,Silver,Summer
27809,2008,Beijing,Baseball,Baseball,"PALMA, Adiel",CUB,Men,Baseball,Silver,Summer
27810,2008,Beijing,Baseball,Baseball,"PARET, Eduardo",CUB,Men,Baseball,Silver,Summer
27811,2008,Beijing,Baseball,Baseball,"PEDROSO, Yadier",CUB,Men,Baseball,Silver,Summer
27812,2008,Beijing,Baseball,Baseball,"PESTANO, Ariel",CUB,Men,Baseball,Silver,Summer
27813,2008,Beijing,Baseball,Baseball,"RODRIGUEZ, Luis",CUB,Men,Baseball,Silver,Summer
27814,2008,Beijing,Baseball,Baseball,"SANCHEZ, Elier",CUB,Men,Baseball,Silver,Summer
27815,2008,Beijing,Baseball,Baseball,"SANCHEZ, Eriel",CUB,Men,Baseball,Silver,Summer
27816,2008,Beijing,Baseball,Baseball,"URGELLES, Yoandry",CUB,Men,Baseball,Silver,Summer
27817,2008,Beijing,Baseball,Baseball,"VERA, Norge Luis",CUB,Men,Baseball,Silver,Summer
27818,2008,Beijing,Basketball,Basketball,"DELFINO, Carlos Francisco",ARG,Men,Basketball,Bronze,Summer
27819,2008,Beijing,Basketball,Basketball,"GINOBILI, Emanuel David",ARG,Men,Basketball,Bronze,Summer
27820,2008,Beijing,Basketball,Basketball,"GONZALEZ, Roman Javier",ARG,Men,Basketball,Bronze,Summer
27821,2008,Beijing,Basketball,Basketball,"GUTIERREZ LLANAS, Juan Pedro",ARG,Men,Basketball,Bronze,Summer
27822,2008,Beijing,Basketball,Basketball,"GUTIERREZ, Leonardo Martin",ARG,Men,Basketball,Bronze,Summer
27823,2008,Beijing,Basketball,Basketball,"KAMMERICHS, Guillermo Federico",ARG,Men,Basketball,Bronze,Summer
27824,2008,Beijing,Basketball,Basketball,"NOCIONI, Andres Marcelo",ARG,Men,Basketball,Bronze,Summer
27825,2008,Beijing,Basketball,Basketball,"OBERTO, Fabricio Raul Jesus",ARG,Men,Basketball,Bronze,Summer
27826,2008,Beijing,Basketball,Basketball,"PORTA PERNIGOTTI, Antonio Alejandro",ARG,Men,Basketball,Bronze,Summer
27827,2008,Beijing,Basketball,Basketball,"PRIGIONI, Pablo",ARG,Men,Basketball,Bronze,Summer
27828,2008,Beijing,Basketball,Basketball,"QUINTEROS, Alfredo Paolo",ARG,Men,Basketball,Bronze,Summer
27829,2008,Beijing,Basketball,Basketball,"SCOLA, Luis Alberto",ARG,Men,Basketball,Bronze,Summer
27830,2008,Beijing,Basketball,Basketball,"ANTHONY, Carmelo",USA,Men,Basketball,Gold,Summer
27831,2008,Beijing,Basketball,Basketball,"BOOZER, Carlos",USA,Men,Basketball,Gold,Summer
27832,2008,Beijing,Basketball,Basketball,"BOSH, Chris",USA,Men,Basketball,Gold,Summer
27833,2008,Beijing,Basketball,Basketball,"BRYANT, Kobe",USA,Men,Basketball,Gold,Summer
27834,2008,Beijing,Basketball,Basketball,"HOWARD, Dwight",USA,Men,Basketball,Gold,Summer
27835,2008,Beijing,Basketball,Basketball,"JAMES, Lebron",USA,Men,Basketball,Gold,Summer
27836,2008,Beijing,Basketball,Basketball,"KIDD, Jason",USA,Men,Basketball,Gold,Summer
27837,2008,Beijing,Basketball,Basketball,"PAUL, Chris",USA,Men,Basketball,Gold,Summer
27838,2008,Beijing,Basketball,Basketball,"PRINCE, Tayshaun",USA,Men,Basketball,Gold,Summer
27839,2008,Beijing,Basketball,Basketball,"REDD, Michael",USA,Men,Basketball,Gold,Summer
27840,2008,Beijing,Basketball,Basketball,"WADE, Dwyane",USA,Men,Basketball,Gold,Summer
27841,2008,Beijing,Basketball,Basketball,"WILLIAMS, Deron",USA,Men,Basketball,Gold,Summer
27842,2008,Beijing,Basketball,Basketball,"CALDERON, Jose Manuel",ESP,Men,Basketball,Silver,Summer
27843,2008,Beijing,Basketball,Basketball,"FERNANDEZ, Rudy",ESP,Men,Basketball,Silver,Summer
27844,2008,Beijing,Basketball,Basketball,"GARBAJOSA, Jorge",ESP,Men,Basketball,Silver,Summer
27845,2008,Beijing,Basketball,Basketball,"GASOL, Marc",ESP,Men,Basketball,Silver,Summer
27846,2008,Beijing,Basketball,Basketball,"GASOL, Pau",ESP,Men,Basketball,Silver,Summer
27847,2008,Beijing,Basketball,Basketball,"JIMENEZ, Carlos",ESP,Men,Basketball,Silver,Summer
27848,2008,Beijing,Basketball,Basketball,"LOPEZ, Raul",ESP,Men,Basketball,Silver,Summer
27849,2008,Beijing,Basketball,Basketball,"MUMBRU, Alex",ESP,Men,Basketball,Silver,Summer
27850,2008,Beijing,Basketball,Basketball,"NAVARRO, Juan Carlos",ESP,Men,Basketball,Silver,Summer
27851,2008,Beijing,Basketball,Basketball,"REYES, Felipe",ESP,Men,Basketball,Silver,Summer
27852,2008,Beijing,Basketball,Basketball,"RODRIGUEZ, Berni",ESP,Men,Basketball,Silver,Summer
27853,2008,Beijing,Basketball,Basketball,"RUBIO, Ricky",ESP,Men,Basketball,Silver,Summer
27854,2008,Beijing,Basketball,Basketball,"ABROSIMOVA, Svetlana",RUS,Women,Basketball,Bronze,Summer
27855,2008,Beijing,Basketball,Basketball,"HAMMON, Rebekka Linn",RUS,Women,Basketball,Bronze,Summer
27856,2008,Beijing,Basketball,Basketball,"KARPUNINA, Marina",RUS,Women,Basketball,Bronze,Summer
27857,2008,Beijing,Basketball,Basketball,"KORSTIN, Ilona",RUS,Women,Basketball,Bronze,Summer
27858,2008,Beijing,Basketball,Basketball,"KUZINA, Marina",RUS,Women,Basketball,Bronze,Summer
27859,2008,Beijing,Basketball,Basketball,"LISINA, Ekaterina",RUS,Women,Basketball,Bronze,Summer
27860,2008,Beijing,Basketball,Basketball,"OSIPOVA, Irina",RUS,Women,Basketball,Bronze,Summer
27861,2008,Beijing,Basketball,Basketball,"RAKHMATULINA, Oxana",RUS,Women,Basketball,Bronze,Summer
27862,2008,Beijing,Basketball,Basketball,"SHCHEGOLEVA, Tatiana",RUS,Women,Basketball,Bronze,Summer
27863,2008,Beijing,Basketball,Basketball,"SOKOLOVSKAYA, Irina",RUS,Women,Basketball,Bronze,Summer
27864,2008,Beijing,Basketball,Basketball,"STEPANOVA, Maria",RUS,Women,Basketball,Bronze,Summer
27865,2008,Beijing,Basketball,Basketball,"VODOPYANOVA, Natalia",RUS,Women,Basketball,Bronze,Summer
27866,2008,Beijing,Basketball,Basketball,"AUGUSTUS, Seimone",USA,Women,Basketball,Gold,Summer
27867,2008,Beijing,Basketball,Basketball,"BIRD, Sue",USA,Women,Basketball,Gold,Summer
27868,2008,Beijing,Basketball,Basketball,"CATCHINGS, Tamika",USA,Women,Basketball,Gold,Summer
27869,2008,Beijing,Basketball,Basketball,"FOWLES, Sylvia",USA,Women,Basketball,Gold,Summer
27870,2008,Beijing,Basketball,Basketball,"LAWSON, Kara",USA,Women,Basketball,Gold,Summer
27871,2008,Beijing,Basketball,Basketball,"LESLIE, Lisa",USA,Women,Basketball,Gold,Summer
27872,2008,Beijing,Basketball,Basketball,"MILTON-JONES, Delisha",USA,Women,Basketball,Gold,Summer
27873,2008,Beijing,Basketball,Basketball,"PARKER, Candace",USA,Women,Basketball,Gold,Summer
27874,2008,Beijing,Basketball,Basketball,"PONDEXTER, Cappie",USA,Women,Basketball,Gold,Summer
27875,2008,Beijing,Basketball,Basketball,"SMITH, Katie",USA,Women,Basketball,Gold,Summer
27876,2008,Beijing,Basketball,Basketball,"TAURASI, Diana",USA,Women,Basketball,Gold,Summer
27877,2008,Beijing,Basketball,Basketball,"THOMPSON, Tina",USA,Women,Basketball,Gold,Summer
27878,2008,Beijing,Basketball,Basketball,"BATKOVIC, Suzy",AUS,Women,Basketball,Silver,Summer
27879,2008,Beijing,Basketball,Basketball,"BEVILAQUA, Tully",AUS,Women,Basketball,Silver,Summer
27880,2008,Beijing,Basketball,Basketball,"COX, Rohanee",AUS,Women,Basketball,Silver,Summer
27881,2008,Beijing,Basketball,Basketball,"GRIMA, Hollie",AUS,Women,Basketball,Silver,Summer
27882,2008,Beijing,Basketball,Basketball,"HARROWER, Kristi",AUS,Women,Basketball,Silver,Summer
27883,2008,Beijing,Basketball,Basketball,"JACKSON, Lauren",AUS,Women,Basketball,Silver,Summer
27884,2008,Beijing,Basketball,Basketball,"PHILLIPS, Erin",AUS,Women,Basketball,Silver,Summer
27885,2008,Beijing,Basketball,Basketball,"RANDALL, Emma",AUS,Women,Basketball,Silver,Summer
27886,2008,Beijing,Basketball,Basketball,"SCREEN, Jenni",AUS,Women,Basketball,Silver,Summer
27887,2008,Beijing,Basketball,Basketball,"SNELL, Belinda",AUS,Women,Basketball,Silver,Summer
27888,2008,Beijing,Basketball,Basketball,"SUMMERTON, Laura",AUS,Women,Basketball,Silver,Summer
27889,2008,Beijing,Basketball,Basketball,"TAYLOR, Penny",AUS,Women,Basketball,Silver,Summer
27890,2008,Beijing,Boxing,Boxing,"GLAZKOV, Vyacheslav",UKR,Men,+ 91KG (Super Heavyweight),Bronze,Summer
27891,2008,Beijing,Boxing,Boxing,"PRICE, David",GBR,Men,+ 91KG (Super Heavyweight),Bronze,Summer
27892,2008,Beijing,Boxing,Boxing,"CAMMARELLE, Roberto",ITA,Men,+ 91KG (Super Heavyweight),Gold,Summer
27893,2008,Beijing,Boxing,Boxing,"ZHANG, Zhilei",CHN,Men,+ 91KG (Super Heavyweight),Silver,Summer
27894,2008,Beijing,Boxing,Boxing,"BALAKSHIN, Georgy",RUS,Men,48 - 51KG (Flyweight),Bronze,Summer
27895,2008,Beijing,Boxing,Boxing,"PICARDI, Vincenzo",ITA,Men,48 - 51KG (Flyweight),Bronze,Summer
27896,2008,Beijing,Boxing,Boxing,"JONGJOHOR, Somjit",THA,Men,48 - 51KG (Flyweight),Gold,Summer
27897,2008,Beijing,Boxing,Boxing,"LAFFITA HERNANDEZ, Andris",CUB,Men,48 - 51KG (Flyweight),Silver,Summer
27898,2008,Beijing,Boxing,Boxing,"BARNES, Paddy",IRL,Men,48KG (Light Flywieght),Bronze,Summer
27899,2008,Beijing,Boxing,Boxing,"HERNANDEZ G, Yampier",CUB,Men,48KG (Light Flywieght),Bronze,Summer
27900,2008,Beijing,Boxing,Boxing,"ZOU, Shiming",CHN,Men,48KG (Light Flywieght),Gold,Summer
27901,2008,Beijing,Boxing,Boxing,"PUREVDORJ, Serdamba",MGL,Men,48KG (Light Flywieght),Silver,Summer
27902,2008,Beijing,Boxing,Boxing,"GOJAN, Veaceslav",MDA,Men,51 - 54KG (Bantamweight),Bronze,Summer
27903,2008,Beijing,Boxing,Boxing,"JULIE, Bruno",MRI,Men,51 - 54KG (Bantamweight),Bronze,Summer
27904,2008,Beijing,Boxing,Boxing,"ENKHBAT, Badar-Uugan",MGL,Men,51 - 54KG (Bantamweight),Gold,Summer
27905,2008,Beijing,Boxing,Boxing,"LEON ALARCON, Yankiel",CUB,Men,51 - 54KG (Bantamweight),Silver,Summer
27906,2008,Beijing,Boxing,Boxing,"IMRANOV, Shahin",AZE,Men,54 - 57KG (Featherweight),Bronze,Summer
27907,2008,Beijing,Boxing,Boxing,"KILIC, Yakup",TUR,Men,54 - 57KG (Featherweight),Bronze,Summer
27908,2008,Beijing,Boxing,Boxing,"LOMACHENKO, Vasyl",UKR,Men,54 - 57KG (Featherweight),Gold,Summer
27909,2008,Beijing,Boxing,Boxing,"DJELKHIR, Khedafi",FRA,Men,54 - 57KG (Featherweight),Silver,Summer
27910,2008,Beijing,Boxing,Boxing,"JAVAKHYAN, Hrachik",ARM,Men,57 - 60KG (Lightweight),Bronze,Summer
27911,2008,Beijing,Boxing,Boxing,"UGAS, Yordenis",CUB,Men,57 - 60KG (Lightweight),Bronze,Summer
27912,2008,Beijing,Boxing,Boxing,"TISHCHENKO, Alexey",RUS,Men,57 - 60KG (Lightweight),Gold,Summer
27913,2008,Beijing,Boxing,Boxing,"SOW, Daouda",FRA,Men,57 - 60KG (Lightweight),Silver,Summer
27914,2008,Beijing,Boxing,Boxing,"IGLESIAS SOTOLONGO, Roniel",CUB,Men,60 - 64 KG,Bronze,Summer
27915,2008,Beijing,Boxing,Boxing,"VASTINE, Alexis",FRA,Men,60 - 64 KG,Bronze,Summer
27916,2008,Beijing,Boxing,Boxing,"DIAZ, Felix",DOM,Men,60 - 64 KG,Gold,Summer
27917,2008,Beijing,Boxing,Boxing,"BOONJUMNONG, Manus",THA,Men,60 - 64 KG,Silver,Summer
27918,2008,Beijing,Boxing,Boxing,"HANATI, Silamu",CHN,Men,64 - 69 KG,Bronze,Summer
27919,2008,Beijing,Boxing,Boxing,"KIM, Jungjoo",KOR,Men,64 - 69 KG,Bronze,Summer
27920,2008,Beijing,Boxing,Boxing,"SARSEKBAYEV, Bakhyt",KAZ,Men,64 - 69 KG,Gold,Summer
27921,2008,Beijing,Boxing,Boxing,"BANTEAUX SUAREZ, Carlos",CUB,Men,64 - 69 KG,Silver,Summer
27922,2008,Beijing,Boxing,Boxing,"KUMAR, Vijender",IND,Men,69 - 75 KG,Bronze,Summer
27923,2008,Beijing,Boxing,Boxing,"SUTHERLAND, Darren John",IRL,Men,69 - 75 KG,Bronze,Summer
27924,2008,Beijing,Boxing,Boxing,"DEGALE, James",GBR,Men,69 - 75 KG,Gold,Summer
27925,2008,Beijing,Boxing,Boxing,"CORREA BAYEAUX, Emilio",CUB,Men,69 - 75 KG,Silver,Summer
27926,2008,Beijing,Boxing,Boxing,"JEFFRIES, Tony",GBR,Men,75 - 81KG (Light-Heavyweight),Bronze,Summer
27927,2008,Beijing,Boxing,Boxing,"SHYNALIYEV, Yerkebulan",KAZ,Men,75 - 81KG (Light-Heavyweight),Bronze,Summer
27928,2008,Beijing,Boxing,Boxing,"ZHANG, Xiaoping",CHN,Men,75 - 81KG (Light-Heavyweight),Gold,Summer
27929,2008,Beijing,Boxing,Boxing,"EGAN, Kenny",IRL,Men,75 - 81KG (Light-Heavyweight),Silver,Summer
27930,2008,Beijing,Boxing,Boxing,"ACOSTA DUARTE, Osmai",CUB,Men,81 - 91KG (Heavyweight),Bronze,Summer
27931,2008,Beijing,Boxing,Boxing,"WILDER, Deontay",USA,Men,81 - 91KG (Heavyweight),Bronze,Summer
27932,2008,Beijing,Boxing,Boxing,"CHAKHKIEV, Rakhim",RUS,Men,81 - 91KG (Heavyweight),Gold,Summer
27933,2008,Beijing,Boxing,Boxing,"RUSSO, Clemente",ITA,Men,81 - 91KG (Heavyweight),Silver,Summer
27934,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"HALL, Thomas",CAN,Men,C-1 1000M (Canoe Single),Bronze,Summer
27935,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"VAJDA, Attila Sandor",HUN,Men,C-1 1000M (Canoe Single),Gold,Summer
27936,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"CAL, David",ESP,Men,C-1 1000M (Canoe Single),Silver,Summer
27937,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"CHEBAN, Iurii",UKR,Men,C-1 500M (Canoe Single),Bronze,Summer
27938,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"OPALEV, Maxim",RUS,Men,C-1 500M (Canoe Single),Gold,Summer
27939,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"CAL, David",ESP,Men,C-1 500M (Canoe Single),Silver,Summer
27940,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"KISS, Tamas",HUN,Men,C-2 1000M (Canoe Double),Bronze,Summer
27941,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"KOZMANN, Gyorgy",HUN,Men,C-2 1000M (Canoe Double),Bronze,Summer
27942,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"BAHDANOVICH, Aliaksandr",BLR,Men,C-2 1000M (Canoe Double),Gold,Summer
27943,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"BAHDANOVICH, Andrei",BLR,Men,C-2 1000M (Canoe Double),Gold,Summer
27944,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"GILLE, Christian",GER,Men,C-2 1000M (Canoe Double),Silver,Summer
27945,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"WYLENZEK, Thomasz",GER,Men,C-2 1000M (Canoe Double),Silver,Summer
27946,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"GILLE, Christian",GER,Men,C-2 500M (Canoe Double),Bronze,Summer
27947,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"WYLENZEK, Thomasz",GER,Men,C-2 500M (Canoe Double),Bronze,Summer
27948,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"MENG, Guanliang",CHN,Men,C-2 500M (Canoe Double),Gold,Summer
27949,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"YANG, Wenjun",CHN,Men,C-2 500M (Canoe Double),Gold,Summer
27950,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"KOSTOGLOD, Alexander",RUS,Men,C-2 500M (Canoe Double),Silver,Summer
27951,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"ULEGIN, Sergey",RUS,Men,C-2 500M (Canoe Double),Silver,Summer
27952,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"WALLACE, Ken",AUS,Men,K-1 1000M (Kayak Single),Bronze,Summer
27953,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"BRABANTS, Tim",GBR,Men,K-1 1000M (Kayak Single),Gold,Summer
27954,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"LARSEN, Eirik Veraas",NOR,Men,K-1 1000M (Kayak Single),Silver,Summer
27955,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"BRABANTS, Tim",GBR,Men,K-1 500M (Kayak Single),Bronze,Summer
27956,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"WALLACE, Ken",AUS,Men,K-1 500M (Kayak Single),Gold,Summer
27957,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"VAN KOEVERDEN, Adam",CAN,Men,K-1 500M (Kayak Single),Silver,Summer
27958,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"WAGNER-AUGUSTIN, Katrin",GER,Women,K-1 500M (Kayak Single),Bronze,Summer
27959,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"OSYPENKO-RADOMSKA, Inna",UKR,Women,K-1 500M (Kayak Single),Gold,Summer
27960,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"IDEM, Josefa",ITA,Women,K-1 500M (Kayak Single),Silver,Summer
27961,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"FACCHIN, Andrea",ITA,Men,K-2 1000M (Kayak Double),Bronze,Summer
27962,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"SCADUTO, Antonio Massimiliano",ITA,Men,K-2 1000M (Kayak Double),Bronze,Summer
27963,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"HOLLSTEIN, Martin",GER,Men,K-2 1000M (Kayak Double),Gold,Summer
27964,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"IHLE, Andreas",GER,Men,K-2 1000M (Kayak Double),Gold,Summer
27965,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"KNUDSEN, Kim Wraae",DEN,Men,K-2 1000M (Kayak Double),Silver,Summer
27966,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"POULSEN, Rene Holten",DEN,Men,K-2 1000M (Kayak Double),Silver,Summer
27967,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"MAKHNEU, Vadzim",BLR,Men,K-2 500M (Kayak Double),Bronze,Summer
27968,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"PIATRUSHENKA, Raman",BLR,Men,K-2 500M (Kayak Double),Bronze,Summer
27969,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"CRAVIOTTO, Saul",ESP,Men,K-2 500M (Kayak Double),Gold,Summer
27970,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"PEREZ, Carlos",ESP,Men,K-2 500M (Kayak Double),Gold,Summer
27971,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"RAUHE, Ronald",GER,Men,K-2 500M (Kayak Double),Silver,Summer
27972,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"WIESKOTTER, Tim",GER,Men,K-2 500M (Kayak Double),Silver,Summer
27973,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"DELATTRE, Marie",FRA,Women,K-2 500M (Kayak Double),Bronze,Summer
27974,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"VIARD, Anne-Laure",FRA,Women,K-2 500M (Kayak Double),Bronze,Summer
27975,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"JANIC, Natasa",HUN,Women,K-2 500M (Kayak Double),Gold,Summer
27976,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"KOVACS, Katalin",HUN,Women,K-2 500M (Kayak Double),Gold,Summer
27977,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"KONIECZNA, Aneta",POL,Women,K-2 500M (Kayak Double),Silver,Summer
27978,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"MIKOLAJCZYK, Beata",POL,Women,K-2 500M (Kayak Double),Silver,Summer
27979,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"ALTEPOST, Lutz",GER,Men,K-4 1000M (Kayak Four),Bronze,Summer
27980,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"BROCKL, Norman",GER,Men,K-4 1000M (Kayak Four),Bronze,Summer
27981,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"ECKBRETT, Torsten",GER,Men,K-4 1000M (Kayak Four),Bronze,Summer
27982,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"GOLDSCHMIDT, Bjorn",GER,Men,K-4 1000M (Kayak Four),Bronze,Summer
27983,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"ABALMASAU, Aliaksei",BLR,Men,K-4 1000M (Kayak Four),Gold,Summer
27984,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"LITVINCHUK, Artur",BLR,Men,K-4 1000M (Kayak Four),Gold,Summer
27985,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"MAKHNEU, Vadzim",BLR,Men,K-4 1000M (Kayak Four),Gold,Summer
27986,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"PIATRUSHENKA, Raman",BLR,Men,K-4 1000M (Kayak Four),Gold,Summer
27987,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"RISZDORFER, Michal",SVK,Men,K-4 1000M (Kayak Four),Silver,Summer
27988,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"RISZDORFER, Richard",SVK,Men,K-4 1000M (Kayak Four),Silver,Summer
27989,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"TARR, Juraj",SVK,Men,K-4 1000M (Kayak Four),Silver,Summer
27990,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"VLCEK, Erik",SVK,Men,K-4 1000M (Kayak Four),Silver,Summer
27991,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"DAVIS, Hannah",AUS,Women,K-4 500M (Kayak Four),Bronze,Summer
27992,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"FOGARTY, Lyndsie",AUS,Women,K-4 500M (Kayak Four),Bronze,Summer
27993,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"MEEK, Chantal",AUS,Women,K-4 500M (Kayak Four),Bronze,Summer
27994,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"OLDENHOF, Lisa",AUS,Women,K-4 500M (Kayak Four),Bronze,Summer
27995,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Fanny",GER,Women,K-4 500M (Kayak Four),Gold,Summer
27996,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"REINHARDT, Nicole",GER,Women,K-4 500M (Kayak Four),Gold,Summer
27997,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"WAGNER-AUGUSTIN, Katrin",GER,Women,K-4 500M (Kayak Four),Gold,Summer
27998,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"WASSMUTH, Conny",GER,Women,K-4 500M (Kayak Four),Gold,Summer
27999,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"JANIC, Natasa",HUN,Women,K-4 500M (Kayak Four),Silver,Summer
28000,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"KOVACS, Katalin",HUN,Women,K-4 500M (Kayak Four),Silver,Summer
28001,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"KOZAK, Danuta",HUN,Women,K-4 500M (Kayak Four),Silver,Summer
28002,2008,Beijing,Canoe / Kayak,Canoe / Kayak F,"SZABO, Gabriella Timea",HUN,Women,K-4 500M (Kayak Four),Silver,Summer
28003,2008,Beijing,Canoe / Kayak,Canoe / Kayak S,"BELL, Robin",AUS,Men,C-1 (Canoe Single),Bronze,Summer
28004,2008,Beijing,Canoe / Kayak,Canoe / Kayak S,"MARTIKAN, Michal",SVK,Men,C-1 (Canoe Single),Gold,Summer
28005,2008,Beijing,Canoe / Kayak,Canoe / Kayak S,"FLORENCE, David",GBR,Men,C-1 (Canoe Single),Silver,Summer
28006,2008,Beijing,Canoe / Kayak,Canoe / Kayak S,"KUZNETSOV, Mikhail",RUS,Men,C-2 (Canoe Double),Bronze,Summer
28007,2008,Beijing,Canoe / Kayak,Canoe / Kayak S,"LARIONOV, Dmitry",RUS,Men,C-2 (Canoe Double),Bronze,Summer
28008,2008,Beijing,Canoe / Kayak,Canoe / Kayak S,"HOCHSCHORNER, Pavol",SVK,Men,C-2 (Canoe Double),Gold,Summer
28009,2008,Beijing,Canoe / Kayak,Canoe / Kayak S,"HOCHSCHORNER, Peter",SVK,Men,C-2 (Canoe Double),Gold,Summer
28010,2008,Beijing,Canoe / Kayak,Canoe / Kayak S,"STEPANEK, Ondrej",CZE,Men,C-2 (Canoe Double),Silver,Summer
28011,2008,Beijing,Canoe / Kayak,Canoe / Kayak S,"VOLF, Jaroslav",CZE,Men,C-2 (Canoe Double),Silver,Summer
28012,2008,Beijing,Canoe / Kayak,Canoe / Kayak S,"BOUKPETI, Benjamin",TOG,Men,K-1 (Kayak Single),Bronze,Summer
