,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
6053,1932,Los Angeles,Fencing,Fencing,"GEREVICH, Aladar",HUN,Men,Sabre Team,Gold,Summer
6054,1932,Los Angeles,Fencing,Fencing,"GLYKAIS, Gyula",HUN,Men,Sabre Team,Gold,Summer
6055,1932,Los Angeles,Fencing,Fencing,"KABOS, Endre",HUN,Men,Sabre Team,Gold,Summer
6056,1932,Los Angeles,Fencing,Fencing,"NAGY, Erno",HUN,Men,Sabre Team,Gold,Summer
6057,1932,Los Angeles,Fencing,Fencing,"PETSCHAUER, Attila",HUN,Men,Sabre Team,Gold,Summer
6058,1932,Los Angeles,Fencing,Fencing,"PILLER JEKELFALUSSY, György",HUN,Men,Sabre Team,Gold,Summer
6059,1932,Los Angeles,Fencing,Fencing,"ANSELMI, Renato",ITA,Men,Sabre Team,Silver,Summer
6060,1932,Los Angeles,Fencing,Fencing,"DE VECCHI, Arturo",ITA,Men,Sabre Team,Silver,Summer
6061,1932,Los Angeles,Fencing,Fencing,"GAUDINI, Giulio",ITA,Men,Sabre Team,Silver,Summer
6062,1932,Los Angeles,Fencing,Fencing,"MARZI, Gustavo",ITA,Men,Sabre Team,Silver,Summer
6063,1932,Los Angeles,Fencing,Fencing,"PIGNOTTI, Ugo",ITA,Men,Sabre Team,Silver,Summer
6064,1932,Los Angeles,Fencing,Fencing,"SALAFIA, Emilio",ITA,Men,Sabre Team,Silver,Summer
6065,1932,Los Angeles,Gymnastics,Artistic G.,"LERTORA, Mario",ITA,Men,Floor Exercises,Bronze,Summer
6066,1932,Los Angeles,Gymnastics,Artistic G.,"PELLE, István",HUN,Men,Floor Exercises,Gold,Summer
6067,1932,Los Angeles,Gymnastics,Artistic G.,"MIEZ, Georges",SUI,Men,Floor Exercises,Silver,Summer
6068,1932,Los Angeles,Gymnastics,Artistic G.,"TERÄSVIRTA, Einari Allan",FIN,Men,Horizontal Bar,Bronze,Summer
6069,1932,Los Angeles,Gymnastics,Artistic G.,"BIXLER, Dallas Denver",USA,Men,Horizontal Bar,Gold,Summer
6070,1932,Los Angeles,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",FIN,Men,Horizontal Bar,Silver,Summer
6071,1932,Los Angeles,Gymnastics,Artistic G.,"KUHLEMEIER, William Harmon",USA,Men,Indian Clubs,Bronze,Summer
6072,1932,Los Angeles,Gymnastics,Artistic G.,"ROTH, George Helm",USA,Men,Indian Clubs,Gold,Summer
6073,1932,Los Angeles,Gymnastics,Artistic G.,"ERENBERG, Philip Richard",USA,Men,Indian Clubs,Silver,Summer
6074,1932,Los Angeles,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",FIN,Men,Individual All-Round,Bronze,Summer
6075,1932,Los Angeles,Gymnastics,Artistic G.,"NERI, Romeo",ITA,Men,Individual All-Round,Gold,Summer
6076,1932,Los Angeles,Gymnastics,Artistic G.,"PELLE, István",HUN,Men,Individual All-Round,Silver,Summer
6077,1932,Los Angeles,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",FIN,Men,Parallel Bars,Bronze,Summer
6078,1932,Los Angeles,Gymnastics,Artistic G.,"NERI, Romeo",ITA,Men,Parallel Bars,Gold,Summer
6079,1932,Los Angeles,Gymnastics,Artistic G.,"PELLE, István",HUN,Men,Parallel Bars,Silver,Summer
6080,1932,Los Angeles,Gymnastics,Artistic G.,"HAUBOLD, Frank Otto",USA,Men,Pommel Horse,Bronze,Summer
6081,1932,Los Angeles,Gymnastics,Artistic G.,"PELLE, István",HUN,Men,Pommel Horse,Gold,Summer
6082,1932,Los Angeles,Gymnastics,Artistic G.,"BONOLI, Omero",ITA,Men,Pommel Horse,Silver,Summer
6083,1932,Los Angeles,Gymnastics,Artistic G.,"LATTUADA, Giovanni",ITA,Men,Rings,Bronze,Summer
6084,1932,Los Angeles,Gymnastics,Artistic G.,"GULACK, George Julius",USA,Men,Rings,Gold,Summer
6085,1932,Los Angeles,Gymnastics,Artistic G.,"DENTON, William Thomas",USA,Men,Rings,Silver,Summer
6086,1932,Los Angeles,Gymnastics,Artistic G.,"CONNELLY, Thomas Francis Jr.",USA,Men,Rope Climbing,Bronze,Summer
6087,1932,Los Angeles,Gymnastics,Artistic G.,"BASS, Raymond Henry",USA,Men,Rope Climbing,Gold,Summer
6088,1932,Los Angeles,Gymnastics,Artistic G.,"GALBRAITH, William Jackson",USA,Men,Rope Climbing,Silver,Summer
6089,1932,Los Angeles,Gymnastics,Artistic G.,"NYBERG-NOROMA, Mauri Kalervo",FIN,Men,Team Competition,Bronze,Summer
6090,1932,Los Angeles,Gymnastics,Artistic G.,"PAKARINEN, Veikko Ilmari",FIN,Men,Team Competition,Bronze,Summer
6091,1932,Los Angeles,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",FIN,Men,Team Competition,Bronze,Summer
6092,1932,Los Angeles,Gymnastics,Artistic G.,"TERÄSVIRTA, Einari Allan",FIN,Men,Team Competition,Bronze,Summer
6093,1932,Los Angeles,Gymnastics,Artistic G.,"UOSIKKINEN, Martti",FIN,Men,Team Competition,Bronze,Summer
6094,1932,Los Angeles,Gymnastics,Artistic G.,"CAPUZZO, Oreste",ITA,Men,Team Competition,Gold,Summer
6095,1932,Los Angeles,Gymnastics,Artistic G.,"GUGLIELMETTI, Savino",ITA,Men,Team Competition,Gold,Summer
6096,1932,Los Angeles,Gymnastics,Artistic G.,"LERTORA, Mario",ITA,Men,Team Competition,Gold,Summer
6097,1932,Los Angeles,Gymnastics,Artistic G.,"NERI, Romeo",ITA,Men,Team Competition,Gold,Summer
6098,1932,Los Angeles,Gymnastics,Artistic G.,"TOGNINI, Franco",ITA,Men,Team Competition,Gold,Summer
6099,1932,Los Angeles,Gymnastics,Artistic G.,"CUMISKEY, Frank Joseph",USA,Men,Team Competition,Silver,Summer
6100,1932,Los Angeles,Gymnastics,Artistic G.,"HAUBOLD, Frank Otto",USA,Men,Team Competition,Silver,Summer
6101,1932,Los Angeles,Gymnastics,Artistic G.,"JOCHIM, Alfred",USA,Men,Team Competition,Silver,Summer
6102,1932,Los Angeles,Gymnastics,Artistic G.,"MEYER, Frederick H.",USA,Men,Team Competition,Silver,Summer
6103,1932,Los Angeles,Gymnastics,Artistic G.,"SCHULER, Michael",USA,Men,Team Competition,Silver,Summer
6104,1932,Los Angeles,Gymnastics,Artistic G.,"HERRMANN, William John",USA,Men,Tumbling,Bronze,Summer
6105,1932,Los Angeles,Gymnastics,Artistic G.,"WOLFE, Rowland",USA,Men,Tumbling,Gold,Summer
6106,1932,Los Angeles,Gymnastics,Artistic G.,"GROSS, Edward",USA,Men,Tumbling,Silver,Summer
6107,1932,Los Angeles,Gymnastics,Artistic G.,"CARMICHAEL, Edward",USA,Men,Vault,Bronze,Summer
6108,1932,Los Angeles,Gymnastics,Artistic G.,"GUGLIELMETTI, Savino",ITA,Men,Vault,Gold,Summer
6109,1932,Los Angeles,Gymnastics,Artistic G.,"JOCHIM, Alfred",USA,Men,Vault,Silver,Summer
6110,1932,Los Angeles,Hockey,Hockey,"BODDINGTON, William Westcott",USA,Men,Hockey,Bronze,Summer
6111,1932,Los Angeles,Hockey,Hockey,"BREWSTER, Harold S.",USA,Men,Hockey,Bronze,Summer
6112,1932,Los Angeles,Hockey,Hockey,"DEACON, Amos R.Little",USA,Men,Hockey,Bronze,Summer
6113,1932,Los Angeles,Hockey,Hockey,"DISSTON, Horace Cumberland",USA,Men,Hockey,Bronze,Summer
6114,1932,Los Angeles,Hockey,Hockey,"EWING, Samuel Evans Jr.",USA,Men,Hockey,Bronze,Summer
6115,1932,Los Angeles,Hockey,Hockey,"GENTLE, James Cuthbert",USA,Men,Hockey,Bronze,Summer
6116,1932,Los Angeles,Hockey,Hockey,"GREER, Henry Kirk",USA,Men,Hockey,Bronze,Summer
6117,1932,Los Angeles,Hockey,Hockey,"KNAPP, Lawrence A.",USA,Men,Hockey,Bronze,Summer
6118,1932,Los Angeles,Hockey,Hockey,"MCMULLIN, David III.",USA,Men,Hockey,Bronze,Summer
6119,1932,Los Angeles,Hockey,Hockey,"O'BRIEN, Leonard Francis",USA,Men,Hockey,Bronze,Summer
6120,1932,Los Angeles,Hockey,Hockey,"SHEAFFER, Charles Miller",USA,Men,Hockey,Bronze,Summer
6121,1932,Los Angeles,Hockey,Hockey,"WOLTERS, Frederick Stanley",USA,Men,Hockey,Bronze,Summer
6122,1932,Los Angeles,Hockey,Hockey,"BAIS, Dhyan Chand",IND,Men,Hockey,Gold,Summer
6123,1932,Los Angeles,Hockey,Hockey,"BAIS, Roop Singh",IND,Men,Hockey,Gold,Summer
6124,1932,Los Angeles,Hockey,Hockey,"BOKHARI, Lal Shah",IND,Men,Hockey,Gold,Summer
6125,1932,Los Angeles,Hockey,Hockey,"CARR, Richard John",IND,Men,Hockey,Gold,Summer
6126,1932,Los Angeles,Hockey,Hockey,"HAMMOND, Leslie Charles",IND,Men,Hockey,Gold,Summer
6127,1932,Los Angeles,Hockey,Hockey,"HIND, Arthur Charles",IND,Men,Hockey,Gold,Summer
6128,1932,Los Angeles,Hockey,Hockey,"JAFFAR, Sayed Mohomed",IND,Men,Hockey,Gold,Summer
6129,1932,Los Angeles,Hockey,Hockey,"MINHAS, Masud Ali Khan",IND,Men,Hockey,Gold,Summer
6130,1932,Los Angeles,Hockey,Hockey,"PINNIGER, Broome Eric",IND,Men,Hockey,Gold,Summer
6131,1932,Los Angeles,Hockey,Hockey,"SINGH KULLAR, Gurmit",IND,Men,Hockey,Gold,Summer
6132,1932,Los Angeles,Hockey,Hockey,"TAPSELL, Carlyle Carrol",IND,Men,Hockey,Gold,Summer
6133,1932,Los Angeles,Hockey,Hockey,"HAMADA, Shunkichi",JPN,Men,Hockey,Silver,Summer
6134,1932,Los Angeles,Hockey,Hockey,"INOHARA, Junzo",JPN,Men,Hockey,Silver,Summer
6135,1932,Los Angeles,Hockey,Hockey,"KOBAYASHI, Sadayoshi",JPN,Men,Hockey,Silver,Summer
6136,1932,Los Angeles,Hockey,Hockey,"KON, Haruhiko",JPN,Men,Hockey,Silver,Summer
6137,1932,Los Angeles,Hockey,Hockey,"KONISHI, Kenichi",JPN,Men,Hockey,Silver,Summer
6138,1932,Los Angeles,Hockey,Hockey,"NAGATA, Hiroshi",JPN,Men,Hockey,Silver,Summer
6139,1932,Los Angeles,Hockey,Hockey,"NAKAMURA, Eiichi",JPN,Men,Hockey,Silver,Summer
6140,1932,Los Angeles,Hockey,Hockey,"SAKAI, Yoshio",JPN,Men,Hockey,Silver,Summer
6141,1932,Los Angeles,Hockey,Hockey,"SHIBATA, Katsumi",JPN,Men,Hockey,Silver,Summer
6142,1932,Los Angeles,Hockey,Hockey,"SODA, Akio",JPN,Men,Hockey,Silver,Summer
6143,1932,Los Angeles,Hockey,Hockey,"USAMI, Toshio",JPN,Men,Hockey,Silver,Summer
6144,1932,Los Angeles,Modern Pentathlon,Modern Pentath.,"MAYO, Richard Walden",USA,Men,Individual Competition,Bronze,Summer
6145,1932,Los Angeles,Modern Pentathlon,Modern Pentath.,"OXENSTIERNA, Johan Gabriel",SWE,Men,Individual Competition,Gold,Summer
6146,1932,Los Angeles,Modern Pentathlon,Modern Pentath.,"LINDMAN, Bo Sigfrid Gabriel",SWE,Men,Individual Competition,Silver,Summer
6147,1932,Los Angeles,Rowing,Rowing,"BUDZINSKI, Henryk",POL,Men,Coxless Pair (2-),Bronze,Summer
6148,1932,Los Angeles,Rowing,Rowing,"KRENZ-MIKOLAJCZAK, Janusz",POL,Men,Coxless Pair (2-),Bronze,Summer
6149,1932,Los Angeles,Rowing,Rowing,"CLIVE, Lewis",GBR,Men,Coxless Pair (2-),Gold,Summer
6150,1932,Los Angeles,Rowing,Rowing,"EDWARDS, Hugh",GBR,Men,Coxless Pair (2-),Gold,Summer
6151,1932,Los Angeles,Rowing,Rowing,"STILES, Cyril Alec",NZL,Men,Coxless Pair (2-),Silver,Summer
6152,1932,Los Angeles,Rowing,Rowing,"THOMPSON, Fred Houghton",NZL,Men,Coxless Pair (2-),Silver,Summer
6153,1932,Los Angeles,Rowing,Rowing,"DE MILLE, Noel",CAN,Men,Double Sculls (2X),Bronze,Summer
6154,1932,Los Angeles,Rowing,Rowing,"PRATT, Charles E.",CAN,Men,Double Sculls (2X),Bronze,Summer
6155,1932,Los Angeles,Rowing,Rowing,"GILMORE, Williams  E.Garrett",USA,Men,Double Sculls (2X),Gold,Summer
6156,1932,Los Angeles,Rowing,Rowing,"MYERS, Kenneth",USA,Men,Double Sculls (2X),Gold,Summer
6157,1932,Los Angeles,Rowing,Rowing,"BOETZELEN, Gerhard",GER,Men,Double Sculls (2X),Silver,Summer
6158,1932,Los Angeles,Rowing,Rowing,"BUHTZ, Herbert",GER,Men,Double Sculls (2X),Silver,Summer
6159,1932,Los Angeles,Rowing,Rowing,"BOAL, Donald G.",CAN,Men,Eight With Coxswain (8+),Bronze,Summer
6160,1932,Los Angeles,Rowing,Rowing,"EASTWOOD, Earl",CAN,Men,Eight With Coxswain (8+),Bronze,Summer
6161,1932,Los Angeles,Rowing,Rowing,"FRY, Harry Britain",CAN,Men,Eight With Coxswain (8+),Bronze,Summer
6162,1932,Los Angeles,Rowing,Rowing,"HARRIS, Joseph John",CAN,Men,Eight With Coxswain (8+),Bronze,Summer
6163,1932,Los Angeles,Rowing,Rowing,"LIDDELL, Cedric Haswell",CAN,Men,Eight With Coxswain (8+),Bronze,Summer
6164,1932,Los Angeles,Rowing,Rowing,"MAC DONALD, George Leslie",CAN,Men,Eight With Coxswain (8+),Bronze,Summer
6165,1932,Los Angeles,Rowing,Rowing,"STANYAR, Stanley",CAN,Men,Eight With Coxswain (8+),Bronze,Summer
6166,1932,Los Angeles,Rowing,Rowing,"TAYLOR, Albert",CAN,Men,Eight With Coxswain (8+),Bronze,Summer
6167,1932,Los Angeles,Rowing,Rowing,"THOBURN, William",CAN,Men,Eight With Coxswain (8+),Bronze,Summer
6168,1932,Los Angeles,Rowing,Rowing,"BLAIR, James Howard",USA,Men,Eight With Coxswain (8+),Gold,Summer
6169,1932,Los Angeles,Rowing,Rowing,"CHANDLER, Charles",USA,Men,Eight With Coxswain (8+),Gold,Summer
6170,1932,Los Angeles,Rowing,Rowing,"DUNLAP, David Coombs",USA,Men,Eight With Coxswain (8+),Gold,Summer
6171,1932,Los Angeles,Rowing,Rowing,"GRAHAM, Norris James",USA,Men,Eight With Coxswain (8+),Gold,Summer
6172,1932,Los Angeles,Rowing,Rowing,"GREGG, Duncan Smith",USA,Men,Eight With Coxswain (8+),Gold,Summer
6173,1932,Los Angeles,Rowing,Rowing,"HALL, Winslow William",USA,Men,Eight With Coxswain (8+),Gold,Summer
6174,1932,Los Angeles,Rowing,Rowing,"JASTRAM, Burton Albert",USA,Men,Eight With Coxswain (8+),Gold,Summer
6175,1932,Los Angeles,Rowing,Rowing,"SALISBURY, Edwin Lyle",USA,Men,Eight With Coxswain (8+),Gold,Summer
6176,1932,Los Angeles,Rowing,Rowing,"TOWER, Harold",USA,Men,Eight With Coxswain (8+),Gold,Summer
